year,island,island_olelo,county,county_olelo,species_group,ecosystem_type,exchange_value,exchange_value_formatted,area_id
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,1177.203753,"$1,177",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,809.9798572751886,$810,420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,418.6862314806896,$419,420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,391.29362579449895,$391,420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,8636.380676655797,"$8,636",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,8636.380677,"$8,636",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,10752.028459477886,"$10,752",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,10752.02846,"$10,752",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,21375.59275,"$21,376",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,12320.52584,"$12,321",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,9055.066908,"$9,055",420
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,2704.0984167690954,"$2,704",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,2704.098417,"$2,704",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,3731.344826991592,"$3,731",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,1312.280222217472,"$1,312",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,2419.0646047741197,"$2,419",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,1752.2195873681771,"$1,752",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,1752.219587,"$1,752",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,207271.46351100923,"$207,271",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,207271.4635,"$207,271",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,215459.1263,"$215,459",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,212394.6265,"$212,395",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,3064.49981,"$3,064",421
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,1072.0295401524863,"$1,072",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,1072.02954,"$1,072",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,302.65238492233146,$303,422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,115.93125252957104,$116,422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,186.7211323927604,$187,422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,7359.090594017207,"$7,359",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,7359.090594,"$7,359",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,169687.88349056768,"$169,688",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,169687.8835,"$169,688",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,178421.656,"$178,422",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,170946.6342,"$170,947",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,7475.021847,"$7,475",422
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,24853.680867887797,"$24,854",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,24853.68087,"$24,854",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,9890.577345233003,"$9,891",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,4011.323931551945,"$4,011",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,5879.253413681059,"$5,879",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,72362.26717265212,"$72,362",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,72362.26717,"$72,362",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,350259.52282811864,"$350,260",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,350259.5228,"$350,260",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,457366.0482,"$457,366",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,380992.4571,"$380,992",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,76373.5911,"$76,374",423
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,12010.147676927456,"$12,010",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,12010.14768,"$12,010",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,4222.770224882428,"$4,223",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,2705.0967570329194,"$2,705",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,1517.6734678495086,"$1,518",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,7442.878970054866,"$7,443",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,7442.87897,"$7,443",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,39892.23421386012,"$39,892",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,39892.23421,"$39,892",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,63568.03109,"$63,568",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,53420.05536,"$53,420",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,10147.97573,"$10,148",424
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,2447.836375298382,"$2,448",425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,2447.836375,"$2,448",425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,0.0,$0,425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,0.0,$0,425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,160215.27923680004,"$160,215",425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,160215.2792,"$160,215",425
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,162663.1156,"$162,663",425
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,162663.1156,"$162,663",425
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,0.0,$0,425
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,0.0,$0,426
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,0.0,$0,426
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,426
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,91109.95011413802,"$91,110",426
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,426
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,91109.95011,"$91,110",426
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,91109.95011,"$91,110",426
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,91109.95011,"$91,110",426
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,0.0,$0,426
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,2244.9622591340667,"$2,245",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,2244.962259,"$2,245",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,1331.1575235143223,"$1,331",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,681.73732129115,$682,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,649.4202022231723,$649,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,230.51456449070113,$231,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,230.5145645,$231,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,149101.4395529742,"$149,101",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,149101.4396,"$149,101",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,152908.0739,"$152,908",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,151995.822,"$151,996",427
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,912.2518858,$912,427
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,0.0,$0,428
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,0.0,$0,428
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,428
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,17658.49538638309,"$17,658",428
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,428
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,17658.49539,"$17,658",428
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,17658.49539,"$17,658",428
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,17658.49539,"$17,658",428
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,0.0,$0,428
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,11554.748674063878,"$11,555",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,11554.74867,"$11,555",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,5431.3278839960085,"$5,431",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,2559.0028600399028,"$2,559",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,2872.3250239561057,"$2,872",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,All Ecosystems,509.29432255148214,$509,429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,509.2943226,$509,429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0,429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,All Ecosystems,11311.430765083913,"$11,311",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0,429
2009,Oahu,Oʻahu,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,11311.43077,"$11,311",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,All Ecosystems,28806.80165,"$28,807",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Coastal — Open Ocean,25738.50446,"$25,739",429
2009,Oahu,Oʻahu,Honolulu,Honolulu,All Species,Inshore — Reef,3068.297183,"$3,068",429
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,4485.028998851003,"$4,485",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,4485.028999,"$4,485",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,20494.67664551268,"$20,495",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,11340.178002253457,"$11,340",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,9154.498643259223,"$9,154",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,128716.41166966828,"$128,716",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,128716.4117,"$128,716",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,39030.790069318246,"$39,031",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,39030.79007,"$39,031",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,192726.9074,"$192,727",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,52670.31771,"$52,670",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,140056.5897,"$140,057",500
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,2464.23051079521,"$2,464",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,2464.230511,"$2,464",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,14563.97511427604,"$14,564",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,6325.462723688897,"$6,325",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,8238.512390587144,"$8,239",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,36535.96674398781,"$36,536",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,36535.96674,"$36,536",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,4952.427042472742,"$4,952",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,4952.427042,"$4,952",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,58516.59941,"$58,517",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,15655.16994,"$15,655",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,42861.42947,"$42,861",501
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,4822.727838552799,"$4,823",502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,4822.727839,"$4,823",502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,3290.996200878222,"$3,291",502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,3290.996201,"$3,291",502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,8113.724039,"$8,114",502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,8113.724039,"$8,114",502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,0.0,$0,502
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,4635.536948174966,"$4,636",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,4635.536948,"$4,636",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,1415.240021020379,"$1,415",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,971.2755129685048,$971,503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,443.9645080518739,$444,503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,70615.55922645004,"$70,616",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,70615.55923,"$70,616",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,17217.097122991476,"$17,217",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,17217.09712,"$17,217",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,93883.43332,"$93,883",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,22296.59858,"$22,297",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,71586.83474,"$71,587",503
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,10041.415658481186,"$10,041",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,10041.41566,"$10,041",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,9462.612487485749,"$9,463",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,5985.68133671797,"$5,986",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,3476.9311507677785,"$3,477",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,142379.2933927337,"$142,379",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,142379.2934,"$142,379",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,43109.92586601734,"$43,110",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,43109.92587,"$43,110",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,204993.2474,"$204,993",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,56628.27268,"$56,628",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,148364.9747,"$148,365",504
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,1764.0179006787082,"$1,764",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,1764.017901,"$1,764",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,13197.216347620066,"$13,197",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,4584.67623719182,"$4,585",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,8612.540110428246,"$8,613",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,4048.2168000614574,"$4,048",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,4048.2168,"$4,048",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,11564.51462196718,"$11,565",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,11564.51462,"$11,565",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,30573.96567,"$30,574",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,21941.07263,"$21,941",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,8632.893037,"$8,633",505
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,9857.46149819634,"$9,857",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,9857.461498,"$9,857",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,4855.861806817372,"$4,856",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,2269.3353106740774,"$2,269",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,2586.5264961432945,"$2,587",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,21966.54689769488,"$21,967",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,21966.5469,"$21,967",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,5521.579962635382,"$5,522",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,5521.579963,"$5,522",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,42201.45017,"$42,201",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,17965.56796,"$17,966",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,24235.88221,"$24,236",506
2009,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,5540.20300916524,"$5,540",508
